sport,post_number,poster_name,has_quote,quoted_user,post_text
NFL,4,andarmac99,False,,"The Patriots have the way better QB. And they have a path to throw the ball. Sometimes it really can be as simple as the better QB is catching points. Drake Maye is elite. He has been an MVP candidate all year. He hasn’t been at his best in the playoffs, but he’s played awesome defenses and two of the games have been in bad weather. He obviously plays another elite D here but it’s hard to keep great QBs down for many games in a row. And he’s a real weapon and playmaker with his legs. Something you love catching 4.5 with. Sam Darnold? Ehh. As outlined, I think his run game struggles, he gets blitzed, rushed up the middle, and his top weapon gets contained. In other words he’s going to be stressed to the max here and when he’s been stressed to the max in the past he’s turned into an absolute pumpkin. I also think New England throws the ball a ton in this game. Their coaching staff knows they aren’t going to have a lot of success running into Seattle’s run defense. But there are avenues to attack in the Seahawks back end. Remember how New England’s top 3 CB combined to allow 58% completions, 5.9 yards per target, and a 75.4 passer rating? Seattle’s top 3 CB have allowd 60% completions, 6.4 yards per target, and an 87.7 passer rating. Josh Jobe is simply not good. Riq Woolen has been very up and down and can have some big lapses. New England doesn’t have a dominant #1 like JSN, but they have a lot of solid depth as they have four guys over 600 yards receiving on the season. They also have the 6 highest neutral pass rate. Maye will be throwing here and with depth at WR/TE he should be able to find some success against Seattle CBs that aren’t as good as they are cracked up to be. Mike Vrabel is a far superior game manager than Mike MacDonald. Rbsdm has a great stat measuring 4 down aggressiveness and decision making. Looking at any 4 down this season that increases your win probability of winning by 0.5% or more by simply snapping the ball we see the Patriots rank 5in the league in aggressiveness, going for it about 61% of the time. Seattle on the other hand ranks 7 worst, only going for it 37% of the time. If you filter that data down for NE to games they were underdogs and playoff games this season we see Vrabel is even more aggressive. In these games on 4th down with a 1% or more WP increase he has gone for it 68% of the time. Vrabel is an elite coach at knowing the situation and squeezing every last drop out of the orange. He makes correct game state decisions all the time in big games and when he’s an underdog. As a head coach he has a career ATS record of 59% as any underdog and is 19-8-1 ATS when catching 4 or more points. Both coaches are defensive guys at heart but Mike Vrabel manages the game aggressively and looks to increase variance even more when he’s an underdog. This is exactly what you want. Too many times this year MacDonald has kicked FG in the redzone on 4 down or punted from go-for-it territory. Wouldn’t be surprised at all with a patented Vrabel special teams fake or trick play on offense either. Game management could loom large."
NFL,5,andarmac99,False,,"Summary Obviously, these posts are slanted towards the Patriots. I made the line much lower and thought I would highlight several overlooked factors that favor NE and where I think they have the edge. Have they played a bad schedule and not played the great QBs in their conference? Absolutely, but everyone knows that. I also think the bad schedule is masking how good they are. It’s not like they escaped game after game against bad teams. They destroyed their schedule and finished Top 3 in the league in point differential. They stepped up in bad spots all season. Big Sunday Night Football wins in Buffalo when they were told they were too young, coming back in Baltimore when they were told they had played no one. Winning all playoffs against elite defenses. This team has grown and is hardened. I don’t think they are a product of their schedule. Is Seattle damn good? Yes. Their defense is phenomenal. Special teams top notch. But again, everyone knows that. It’s factored into the line. Are they really the 7 best team of all-time as they currently sit in DVOA? That seems like a stretch. I think the offense has holes and the defense isn’t unbeatable either. In recent weeks the Rams put up 581 and 479 yards on them. Even Baker Mayfield went up and down the field on them this year for 426 yards and 38 points. This is not the Legion of Boom. Overall, there are several overlooked edges here that make the underdog very appealing. You have the favorite who has holes on offense playing a surging, underrated defense. You have a great QB catching points as an underdog who can make plays with his legs and plays in an offense that is going to be pass heavy, which negates Seattle elite run defense edge. And you have a coach that has a large edge in game management tactics and can steal points. All those things considered makes it tough to see Seattle pulling ahead by margin. I took NE +5 and will take more at +4.5. Good luck all."
NFL,6,Digitalkarma,False,,Nice in depth writeup . Good luck
NFL,7,wallstreetcappers,False,,"Good luck Andy, I agree that Seattles dominance might not be as deep as it seems. They have not played the strength of schedule and quality of defense that the Pats might have. Neither of these offenses can overcome numerous turnovers (say vs Buff or Rams etc) so for me if one team plays without turnovers even if they are not putting up a large point total they will win. I'd say both defenses are solid with Seattle being better against the run versus the pass and the Pats being probably the best run offense team that Seattle will face this year and the Pats defense being more balanced vs run and pass."
NFL,8,Kapthat,False,,
NFL,9,brn2loslive2win,False,,@andarmac99 You’re the first person I’ve heard mention the Seattle OL and potential for heavy interior pressure. Hats off to you. This is the key to the game for the pats imo. They must pressure Darnold up the middle and force mistakes. I’m not in total agreement on your other points which is why I’ll be on Seattle. But good call on the first part
NFL,10,Buffalobob89074,False,,Enjoyed your in depth write-up. Totally agree that Darnold will be pressured up the gut by the Pats' DTs and heavily blitzed. Will Seattle have an offensive plan to counteract the pressure that works or will 'Slippin Sam' turn into daffy duck? No doubt that Maye's performance will improve in the temperate weather and his mobility is a distinct threat.
NFL,11,Raidernator76,False,,Gronk has gone 0-4 last 4 SB picks. He is obviously going Pats. But will they cover the number?
NFL,12,undermysac,False,,"@andarmac99 Thanks for your time, nice analysis"
NFL,13,Unders_Club,False,,Great work - You're over the target. I think Drake Maye's going to use his legs in some key moments too. QBs had some success running the ball against the Hawks this year... Maye may be the best so far. Cheers
NFL,14,THE_PRESIDENT,False,,Good job
NFL,15,Riderx,False,,"Yep, great work..."
NFL,16,insatiable,False,,@andarmac99
NFL,17,Crusher13,False,,@andarmac99 Awesome analysis OP...this is a MUST read before wagering on this SB..I'll be playing some NE receivers props as Hawks have Awesome RUN D..
NFL,18,Trooper64,False,,"Andy-as several have mentioned, great info! In Reno, the Peppermill currently has a 5.5..."
NFL,19,Clemente21,False,,@andarmac99 Best write up I’ve read in my life. Very well done. Mayes touch passing ball incredible at such a young age. And on long balls is a thing of art. Ropes. Thank You
NFL,20,SPark1,False,,"After seeing Don Juan on Seahawks and then reading this, I'm even more undecided lol"
NFL,21,Interstellar,True,SPark1,haha agreed. And they both got last years superbowl right
NFL,22,HarDix,False,,"What's up andy?! Been forever man. Hate to see this pick, since I am a Seahawks fan. Hahaha. Maybe you can cover and we can win it with a last minute field goal, deal? Lol. Enjoy the game man"
NFL,23,GottaWinItAll,False,,"nice one side of the argument. am undecided on the side and will lean heavy on props, but this reads like its from a Patriots fan page. GL"
NFL,24,D-Town,False,,Good luck Andarmac.
NFL,25,Macwestie1,False,,"& excellent All the others don’t even compare this is the most detailed in-depth, intelligent & interesting well written thread & very informative I have read so far on the upcoming Super Bowl LX on ‘Covers’. GL Andarmac"
NFL,26,HarDix,True,GottaWinItAll,"Nah, if you've been around awhile you know Andy's work is quality."
NFL,27,wiggins,False,,@GottaWinItAll well then you would have thought he was an eagles fan last sb and chiefs fan the years prior to that.
NFL,28,ActionMagnet,False,,5 star analysis
NFL,29,justliketoplay,False,,"I've been on the Patriots myself since day one and have had many of reasons as to why in my thread on this game as well. I openly admit that your write up is second to none and was very informative and overwhelmingly convincing as well. You made me feel much better on my pick and when Don Juan had my opposite I was concerned what I may have possibly overlooked something of vast importance in this matchup. After reading your write up I am convinced I overlooked nothing and that Don Juan may indeed be adding another loss to his loss column and another win in mine as well as yours and all Patriot backers. I will be playing with the points as the money line may be just to much to ask for in the end as I have always indicated throughout the forum....this game will be close, very close. How close? I'm taking the points!"
NFL,30,fts1409,False,,@andarmac99 Awesome! Thx. Agree
NFL,31,BostonStrangler,False,,Great analysis. Agree especially with interior line play being a difference maker.
NFL,32,BigNiner,False,,"@andarmac99 Andy, good to see you man. Good stuff here. I agree with a lot of your points, including Pats having the better coach and better QB, and Seattle secondary being beatable. I also think Vrabel will use Henderson’s speed to run outiside to help keep the run D on its heels. I expect him to spring a couple big runs and if that happens, the Pats can mix in Stevenson, go play action more effectively, etc.. I was already firmly on the Pats and I’m glad to see you are as well."
NFL,33,KTriple,False,,@andarmac99 Great write-up. Thanks for your time. Place a bet on the NE money line. I will give you the MVP on Saturday.
NFL,34,QBUN,False,,"What a write up! I have a FUTURE on the PATS @ +900 so after reading this, I'm excited! Could hedge but what fun is that?! Will definitely be tossing some $$ on the spread..maybe get down on some teasers etc....best of luck to all and don't forget them squares!!!"
NFL,35,DogbiteWilliams,False,,Great post. Good luck.
NFL,36,GeoDawg,False,,The problem is Pats SB future odds were +1100 entering the wild card round to where the Seahawks were only +400. As we all know Vegas doesn't give away free .
NFL,37,vankiep_0007,False,,Bol this week
NFL,38,Fuse,False,,Good stuff
NFL,39,NicotineFitz,False,,"Superb write up, just top notch! I appreciate your research and your effort to share it! Everything Covers should aspire to be is right here! Well done sir!"
NFL,40,tahoejoe2,False,,""" agree that Seattles dominance might not be as deep as it seems. They have not played the strength of schedule and quality of defense that the Pats might have."" Are you serious??? NE played easiest schedule in NFL"
NFL,41,justliketoplay,False,,"@tahoejoe2 agree that Seattles dominance might not be as deep as it seems. They have not played the strength of schedule and quality of defense that the Pats might have."" Are you serious??? NE played easiest schedule in NFL Easy schedule...oh really? Then why didn't any of those other teams with that ""easy"" schedules get to the Superbowl?"
NFL,42,Hesed55,False,,Excellent analysis! I am convinced im on the right side now. Might put a little more on it after reading this
NFL,43,andarmac99,False,,@BigNiner Great to see you brother. Could not agree more on Henderson. He barely played last week and I think it's thrown off the scent. I think NE needs to stretch the Seahawks defense out early so Maye can run late. That involves Maye throwing deep early to stretch vertically and def getting Henderson on the edge to stretch horizontally. Was looking for a way to play him and I think it's the pass game. Use Seattle's aggressiveness against them and get Henderson in space. Henderson OVER 2.5 receiving yards is an absolute banger of a prop IMO. One I'm hitting hard.
NFL,44,HarDix,False,,@andarmac99 Seeing this line at 3.5 everywhere Andy. Where'd you get 2.5?
NFL,45,96chey,False,,GL on the game nice write up enjoyed reading your analysis on the team
NFL,46,venezolanisimo,False,,Bol
NFL,47,andarmac99,False,,@HarDix Available right now on Fanduel at 2.5 Over -115.
NFL,48,HarDix,False,,"@andarmac99 Line is now 6.5!!!! Wow, you caught a gem, congrats!"
NFL,49,umgmu,False,,Excellent write up
NFL,50,LuckyGuy,False,,@andarmac99
NFL,51,andarmac99,False,,@HarDix Usually better to bet some Overs early and then Unders late so yes got a good line here. I expect the TEs to have decent games today. Few other Overs that are still playable IMO: Hunter Henry Over 38.5 yards -110 AJ Barner Over 2.5 receptions -150 Kyle Williams Over 0.5 receiving yards +190
NFL,52,avenue,False,,best of luck pal
NFL,53,Kazual12,False,,A lot of amazing information but I don't think the Patriots limit JSN. Unless he posts an absolute dud he has been basically unstoppable all year. You don't win offensive player of the year for nothing.
NFL,54,Fuse,False,,
NFL,55,longhornswin,False,,
NFL,56,THEMUGG,False,,"I don’t think the Pats stop JSN but with the CB talent, play action success, and extra time to scheme doubles to him, I think NE has a solid shot to contain Seattle’s biggest weapon. Many teams have tried, & the problem lies in that JSN lines up all over the place......slot, stacked, motion, etc......makes it very hard to double him. The Patriots are a much better team now than earlier in the season. Seattle has tailed off a bit. I don't agree with that at all. Seattle, if anything, is peaking right now. Darnold had some early growing pains on a new team but all is gelling now. The important thing, for both teams, is health. Losing Charbonnet hurt but Holani is a pretty good sub. Maye is going to face the best 2ndary (& defense for that matter) he has seen all season. I won't be surprised if he throws more than one pick. Should be a great game."
NFL,57,THEMUGG,False,,When I'm wrong I admit it.........this wasn't a great game.
NFL,58,Quaffer,False,,@andarmac99 Classic case of over (writing) thinking
NFL,59,ActionMagnet,True,Quaffer,yes Andy’s worst call
NFL,60,andarmac99,False,,Woof. Had a nice run of Super Bowls but could not have been more wrong on this one. Most disappointed in Vrabel. Gutless and dumb decisions. They were not ready to play. Congrats Seahawks backers.
NFL,61,HarDix,False,,"@andarmac99 Thank you brother, tailed your Henderson OVER and cashed, but was also on the Hawks. (They are my team). What a night. Cheers andy and look forward to your next call."
NFL,62,DJK,True,Digitalkarma,"Yes, very thorough analysis to a big fat losing pick. I can only hope that noobs didn't get to read it and tailed it."
NFL,63,DJK,True,andarmac99,"Vrabel being fired from Tennessee didn't concern you? I swear, too many people on here were saying how great he was and idiot writers at AP thought the same. All WRONG. Mike McDonald is the true great head coach and he should have won the award. He is so freaking young too."
NFL,64,RebelTell2,False,,"Wow. You were correct in much of what you wrote, and NE still lost by 14+."
NFL,65,ArtSchlichterJr,False,,"@DJK Wow for a self admitted loser of 28 out of 30 years of betting you sure like to run around in every thread and gloat and expound on saving ""noobs""...Like they say even a broken clock is right twice a day...HELLO clock....Congrats on a RARE win for you..Your actions very Barry Sanders like.."
NFL,66,ActionMagnet,True,andarmac99,Vrabel punting on 4th and 1 on the Seahawks 40’s was inexcusably cowardice
NFL,67,NutinButtLove,False,,You got this so completely wrong lmao
NFL,68,chido,False,,@justliketoplay u suck
NFL,69,undermysac,True,andarmac99,"You're a class act. It's just one game really, we've all been wrong many times. Thank you for sharing, and thanks for your contributions to the forum. Now to all the worthless losers who just post to troll, or kick a man when he's down, get a life."
NFL,70,andarmac99,False,,"@NutinButtLove Listen it was the wrong side but I actually got quite a bit right and the read wasn't as bad as I thought after the game. Seattle interior OL was brutal in this game. The interior 3 ended up with grades of 40, 30, and 13. Darnold had a higher pressured % than Maye! Seahawks had some explosives in the run game but down to down they were bad. 25% success rate. Darnold was blitzed a ton and was really bad. Should have been picked multiple times and his completion percentage over expected was -8%. Woeful. JSN was contained. 4 catches 27 yards. But just 0.84 yards per route run. His 2nd worst of the year and only three times he was below 2.0 this year. I thought the Seahawks offense would be bad and they were. Really bad but the game state and some dropped NE INTs early masked it. Where I was wrong was on Vrabel. Digging deeper it was just a totally gutless performance by him. Had a surrender run on 3rd and short early to punt. Misuse of timeouts. Should have went for two and didn't. But the kicker is he had THREE fourth downs where his WP% increased by 1+ just by going for it and he punted all three times! A complete departure from what I had talked about in the early posts, not just from his MO this season but what he had shown his career as a dog. I also missed on Maye pooping his pants. He was awful in this one and I whiffed on that. Wrong side but better decisions by Vrabel and a couple throws by Maye in the 2nd and 3rd quarter and this could have been a very competitive game. Anyone who had Seattle was for sure swallowing hard when it felt like they were up 20 and only up 9-0."
NFL,71,skn02,False,,"Clearly Maye played nervously the entire match, the moment was too big for him. Hes only 23, maybe he will get better later in his career. Whats shocking was that Sam Darnold the notorious choker played with poise and calm that you would not expect from someone like him. I'm fine with the punt, it did pin Seattle deep into their territory all those punts, I cant say it was wrong decision to punt. The offense just shit the bed entirely due to Maye missing throws and poor pocket awareness, just a piss poor performance. There's no guarantee they would convert had they decided to go for it on those 4th down, and very possible would lose by bigger margin had they not punted."
NFL,51,andarmac99,False,,@HarDix Usually better to bet some Overs early and then Unders late so yes got a good line here. I expect the TEs to have decent games today. Few other Overs that are still playable IMO: Hunter Henry Over 38.5 yards -110 AJ Barner Over 2.5 receptions -150 Kyle Williams Over 0.5 receiving yards +190
NFL,52,avenue,False,,best of luck pal
NFL,53,Kazual12,False,,A lot of amazing information but I don't think the Patriots limit JSN. Unless he posts an absolute dud he has been basically unstoppable all year. You don't win offensive player of the year for nothing.
NFL,54,Fuse,False,,
NFL,55,longhornswin,False,,
NFL,56,THEMUGG,False,,"I don’t think the Pats stop JSN but with the CB talent, play action success, and extra time to scheme doubles to him, I think NE has a solid shot to contain Seattle’s biggest weapon. Many teams have tried, & the problem lies in that JSN lines up all over the place......slot, stacked, motion, etc......makes it very hard to double him. The Patriots are a much better team now than earlier in the season. Seattle has tailed off a bit. I don't agree with that at all. Seattle, if anything, is peaking right now. Darnold had some early growing pains on a new team but all is gelling now. The important thing, for both teams, is health. Losing Charbonnet hurt but Holani is a pretty good sub. Maye is going to face the best 2ndary (& defense for that matter) he has seen all season. I won't be surprised if he throws more than one pick. Should be a great game."
NFL,57,THEMUGG,False,,When I'm wrong I admit it.........this wasn't a great game.
NFL,58,Quaffer,False,,@andarmac99 Classic case of over (writing) thinking
NFL,59,ActionMagnet,True,Quaffer,yes Andy’s worst call
NFL,60,andarmac99,False,,Woof. Had a nice run of Super Bowls but could not have been more wrong on this one. Most disappointed in Vrabel. Gutless and dumb decisions. They were not ready to play. Congrats Seahawks backers.
NFL,61,HarDix,False,,"@andarmac99 Thank you brother, tailed your Henderson OVER and cashed, but was also on the Hawks. (They are my team). What a night. Cheers andy and look forward to your next call."
NFL,62,DJK,True,Digitalkarma,"Yes, very thorough analysis to a big fat losing pick. I can only hope that noobs didn't get to read it and tailed it."
NFL,63,DJK,True,andarmac99,"Vrabel being fired from Tennessee didn't concern you? I swear, too many people on here were saying how great he was and idiot writers at AP thought the same. All WRONG. Mike McDonald is the true great head coach and he should have won the award. He is so freaking young too."
NFL,64,RebelTell2,False,,"Wow. You were correct in much of what you wrote, and NE still lost by 14+."
NFL,65,ArtSchlichterJr,False,,"@DJK Wow for a self admitted loser of 28 out of 30 years of betting you sure like to run around in every thread and gloat and expound on saving ""noobs""...Like they say even a broken clock is right twice a day...HELLO clock....Congrats on a RARE win for you..Your actions very Barry Sanders like.."
NFL,66,ActionMagnet,True,andarmac99,Vrabel punting on 4th and 1 on the Seahawks 40’s was inexcusably cowardice
NFL,67,NutinButtLove,False,,You got this so completely wrong lmao
NFL,68,chido,False,,@justliketoplay u suck
NFL,69,undermysac,True,andarmac99,"You're a class act. It's just one game really, we've all been wrong many times. Thank you for sharing, and thanks for your contributions to the forum. Now to all the worthless losers who just post to troll, or kick a man when he's down, get a life."
NFL,70,andarmac99,False,,"@NutinButtLove Listen it was the wrong side but I actually got quite a bit right and the read wasn't as bad as I thought after the game. Seattle interior OL was brutal in this game. The interior 3 ended up with grades of 40, 30, and 13. Darnold had a higher pressured % than Maye! Seahawks had some explosives in the run game but down to down they were bad. 25% success rate. Darnold was blitzed a ton and was really bad. Should have been picked multiple times and his completion percentage over expected was -8%. Woeful. JSN was contained. 4 catches 27 yards. But just 0.84 yards per route run. His 2nd worst of the year and only three times he was below 2.0 this year. I thought the Seahawks offense would be bad and they were. Really bad but the game state and some dropped NE INTs early masked it. Where I was wrong was on Vrabel. Digging deeper it was just a totally gutless performance by him. Had a surrender run on 3rd and short early to punt. Misuse of timeouts. Should have went for two and didn't. But the kicker is he had THREE fourth downs where his WP% increased by 1+ just by going for it and he punted all three times! A complete departure from what I had talked about in the early posts, not just from his MO this season but what he had shown his career as a dog. I also missed on Maye pooping his pants. He was awful in this one and I whiffed on that. Wrong side but better decisions by Vrabel and a couple throws by Maye in the 2nd and 3rd quarter and this could have been a very competitive game. Anyone who had Seattle was for sure swallowing hard when it felt like they were up 20 and only up 9-0."
NFL,71,skn02,False,,"Clearly Maye played nervously the entire match, the moment was too big for him. Hes only 23, maybe he will get better later in his career. Whats shocking was that Sam Darnold the notorious choker played with poise and calm that you would not expect from someone like him. I'm fine with the punt, it did pin Seattle deep into their territory all those punts, I cant say it was wrong decision to punt. The offense just shit the bed entirely due to Maye missing throws and poor pocket awareness, just a piss poor performance. There's no guarantee they would convert had they decided to go for it on those 4th down, and very possible would lose by bigger margin had they not punted."
NFL,1,brn2loslive2win,False,,"Congratulations guys. It was one of the easier ones. Nice to have a stress free winner! This game played out exactly the way it should have… Key takeaways- 1. Offensive line is king in the NFL. If you can’t protect the qb you can’t produce on offense. 2. Defense still wins championships. The Super Bowl is one of the few times when elite defense seems to consistently win the day. In this particular case it wasn’t even close. Not saying the Patriots weren’t good on defense, they were. But Seattle was absolutely elite. 3. Special Teams is critical. Look what it did to the Rams this season. Seattles special teams performance was one of the best I’ve ever seen in a Super Bowl and they didn’t even have to return a touchdown to do it. Myers was awesome as usual, scoring 17 of the 29 total points (and definitely was the MVP imo). And the punting unit put on an absolute masterpiece of a performance. 4. Drake Maye is a young quarterback. A very good one. But now we can put to rest the debate between him and Stafford for MVP. Stafford, although protected by a much better offensive line, found ways to pick apart Seattles zone defense this year. Drake Maye was completely baffled by it. 5. Schedule does matter. It showed big time tonight. The patriots hadn’t seen anything like what they met tonight vs Seattle. You could argue that they were able to beat Houston’s defense and Denver’s defense, but let’s be serious. We all watched those games. It all fell into New Englands lap and played out perfectly in the playoffs. 6. And last but not least, Sam Darnold is still Sam Darnold. He has matured. He can play with the big boys. But without a defense and kicker like he has he’s going to lose a lot of games for his team. I still declare myself the president of the Sam Darnold Sucks Club. But then again I don’t think anyone backing Seattle was expecting him to be the reason they won. Most of us were just praying he wasn’t the reason they lost. Game manager. Hes good at that, but I wouldn’t go any further."
NFL,2,THEMUGG,False,,"@brn2loslive2win One more thing......Turnover's......a lot of people were betting on Darnold to blow the game......in 3 playoff games, including the SB, Seattle had zero (0) turnovers. Maye had 3 tonite alone."
NFL,3,THEMUGG,False,,
NFL,4,undermysac,False,,"Mike Macdonald is officially on notice by the league. Wins a SB in his second year. You mentioned sos. I agree to an extent. But when do we put it into consideration? For instance if another team next year has an easy schedule like the Pats, when do we fade them? The Pats over came it until the very bitter end. I doubt we'll see it again for a long time. If a team gets ALL THE WAY to the SB again, I guess we'll know what to do. In my overall assessment of the post game analysis, I'd put more weight into everything else you mentioned. Seattle was greater in dvoa across the board including special teams. Their d line dominated the Pats o line. Macdonald blitzed more than he has in any other single game. He's the real deal coaching wise imo, until proven otherwise."
NFL,5,brn2loslive2win,True,THEMUGG,Let’s not forget the few passes Darnold threw that absolutely should have been picked off. We were a little lucky in that regard but after all you need luck to win in sports betting. My overall handicap on the game accounted for Darnold potentially having a bad game. At the end of the day it still probably wouldn’t be enough for New England to cover. The game was such a mismatch overall that Seattle could have easily been a 7+ point favorite.
NFL,6,brn2loslive2win,False,,"@undermysac My overall opinion on the SOS of the Patriots is that the reality of it didn’t have a chance to rear its ugly head until the Super Bowl. I know some people hate hypotheticals, but imagine the WC game if the Chargers had a healthy offensive line to protect their quarterback. The Patriots 16 points of offense may or may not have been enough for them to advance. Fast forward to the Houston game. Houston’s defense basically did to Maye exactly what Seattle just did. They had 285 yards of offense and that’s with CJ Stroud literally throwing the ball to the other team all day. The snow came at the perfect time… And the Denver game of course was viewed as a brilliant defensive performance by the Patriots. I’m not so sure about that either. I honestly think if the weather hadn’t come along that Stidham could have pulled it off. My point being that regardless of the regular season schedule that the Patriots handled on cruise control, the playoff games were what assured me that Seattle could win and cover the Super Bowl. The Patriots somehow managed to win three playoff games without playing well in any of them. You’ll probably not see anything like it again in your lifetime. Many of the people watching the Patriots advance through the playoffs were convincing themselves that they were watching a team of destiny. A team that could battle through tough defenses in tough weather conditions. A team who was well coached and could hang with the best. The fact of the matter is that it was an illusion. I’m not even sure how well coached they are. Should we have the conversation about Vrabel kicking the XP last night?? Despite all of that there was one thing that was a sure thing going into the SB. The Patriots offensive line was never going to hold up. And McDonald who hardly ever needs to blitz, decides that he’s going to ramp it up and make sure that Maye couldn’t breathe all night. An absolute masterpiece of a coaching performance. I’m no better of an handicapper than most of the guys on covers, but one thing I can promise you is this- if you’re ever trying to determine if you’re betting the right side make sure to focus on the offensive line. It’s the most important unit of a football team in my opinion."
NFL,7,superbeets,False,,
NFL,8,mudhen,False,,brn2loslive2win ....... if you’re ever trying to determine if you’re betting the right side make sure to focus on the offensive line. It’s the most important unit of a football team in my opinion. Amen
NFL,9,Raiders22,False,,"@brn2loslive2win All good points. SoS does matter. But I have never considered it to be as big of a factor as some think. If you are barely beating bad teams it is one thing. But after their first games and they got to going — then they were beating the bad teams fairly easily. Jets, Giants, TEN, Car, CLV. Even the ATL game was a 2-score game until ATL scored late and the NO game as well. They basically got a weak schedule because they had to play the NFC South and the Jets and Miami twice. But it is still the NFL and all the games are tough. Yes, a good point can be made that they didn’t see great teams. But they saw some decent defenses and then saw 4 good ones in the playoffs. But sometimes it can be said that playing too tough of a schedule hurts as well. Because you are more beat up at the end because of it. But I do not think it is was the weak schedule, or that they had not seen good defenses, as much as the Seattle scheming. Plus the fact that NE is young and a young QB and new players and a new coach. But like I said before, it is like Collinsworth kept pointing out — when they were blitzing that Maye has to see that. He also has to realize that they were rolling a guy straight to the hot receiver as well. The coaches did make some adjustments for this at the half it looked like. Like he was saying also, Maye should have been looking to take off some as well."
NFL,10,Raiders22,False,,I wonder how the game would have played out if Seattle had scored a TD on any of the early drives instead of a FG. Because it would have made NE have to open up the offense sooner than they did. Because NE defense was playing very well also. But NE had some momentum going to start the fourth quarter. They got the nice (or lucky) TD pass to make it 19-7. Then their defense held Seattle to 10 yards and a quick punt. Then NE was actually putting a decent drive together it looked like. They got the ball at their own 4 yard line and drove 40 yards. THEN Maye threw the deep INT that got run back to the NE 40 yard line. Then Seattle kicked a FG and made it 22-7. That play stopped whatever momentum NE had going. Even Collinsworth said after the pass — I got nothing for you on that. I am still not sure what Maye was doing or if they got the routes mixed up or what. BUT that play stopped whatever chance NE had to make a game of it late.
NFL,11,Raiders22,False,,"If they had gone down and made it 19-14, I think it might have been a tad different down the stretch. The NE offense would have scored back to back TDs. The offense would have had far more confidence. The NE defense had just stopped them for a quick punt and had been playing great. They would have been even more energized. THEN the pressure would have been ON Darnold and the Seattle offense to get a drive going. They would not have wanted to give the ball back to NE and let them score three straight TDs and take the lead. It would have been interesting to see Darnold under that type of pressure late in the Super Bowl. But as it was it turned out to be a very good game — EXCEPT for that ONE huge INT when they had their most momentum of the game. The next INT return was just a factor of all of that combining. Because now Maye had to try to hold the ball longer and make something happen. BUT if that first deep INT does not happen and NE goes on to score, it could have been very different. I like a defensive and low-scoring game. I know nowadays folks don’t. But a very good season and I am already waiting on next year."
NFL,12,PUSSYGALORE333,False,,Posted by THEMUGG One more thing......Turnover's......a lot of people were betting on Darnold to blow the game......HE STARTED out with couple close ones ... had me nervous at the start
NFL,13,THEMUGG,False,,"@PUSSYGALORE333 I snickered a little when C-worth raved about the play of Gonzales.......if he was worth a spit he could've had a couple picks......& if Darnold was sharp the score would've been closer to 42-13. But in the end it was Darnold that played fearless & well, while Maye looked shaken & young. The NE D held their own for the most part in what turned out to be a futile effort."
NFL,14,Raiders22,False,,@THEMUGG Gonzales got lucky to dive on two of those and knock them down. He was beat and the ball was not thrown out far enough.
NFL,15,brn2loslive2win,False,,"@Raiders22 I thought it was a very good game. The fact that it was only 12-0 in the 4th quarter made it feel like the epic comeback was right around the corner. I love watching defense like that. In the modern game it’s so unbelievably difficult to be that good on defense. You basically have to be elite at all three levels and have a great scheme. Even myself who was in love with Seattle for the game thought that the Patriots could have done better offensively. Anybody want to talk about Josh McDaniels? We talked about the under earlier in the week. You loved it I didn’t. And it’s not because I didn’t think it was the right bet. It’s just getting harder to take unders in the NFL when the rules are so skewed towards offense. And the game last night had all the makings of a guaranteed under game that goes over. Boy oh boy is the 4th quarter of an NFL game a heart attack every time or what? The Drake interception was definitely a huge swing. But you could say it was expected. The way Seattle drops back in zone is a nightmare for a young quarterback. Especially when playing from behind. It really goes to show how good Matt Stafford is. When other qbs are completely baffled by a disciplined zone defense, Stafford is licking his chops. Elite level veteran qbs know exactly where the ball needs to go against a zone defense. The Patriots could have made things a lot easier on their quarterback. They just didn’t do it. It should have been short quick passes all night. It was almost like the Patriots actually thought that the offensive line would hold up. The emphasis should have been put on 3 step drop and ball comes out immediately even if it’s thrown out of bounds. For me the verdict is still out on whether or not the Patriots coaching staff is actually good. The fact that Vrabel kicked that extra point was just all time bad. How does an entire team of professionals let that happen??!!"
NFL,16,brn2loslive2win,False,,"@THEMUGG If Darnold was a better qb the Seahawks would’ve scored 3-4 touchdowns no question. He missed an easy TD to JSN early on, the other throw at the end of the first half at the goal line was horrible and JSN never even had a chance to make a play on the ball, and the deep ball to Shaheed is probably a touchdown if it’s laid out for him. He had to slow down just to track the ball and the defense back was able to maintain position."
